,Country,Ranking,Year,Total,Antidiscrimination Legislation,Marriage / Civil Partnership,Adoption Allowed,LGBT Marketing,Equal Age of Consent,Religious Influence,HIV Travel Restrictions,Anti-Gay Laws,Homosexuality Illegal,Pride Banned,Locals Hostile,Prosecution,Murders,Death Sentence,Trans Gender Rights,Intersex / 3rd Option,Conversion Therapy
265,Senegal,157,2018,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,0,0
266,Solomon Islands,157,2018,-8,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,-1,0,0
267,Uzbekistan,157,2018,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,0,0
268,Egypt,174,2018,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-2,0,0,-1,0,0
269,Guyana,174,2018,-9,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,-2,0,-1,0,0
270,Jamaica,174,2018,-9,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,-2,0,-1,0,0
271,Uganda,174,2018,-9,0,0,0,0,0,-2,0,-1,-1,-1,-2,-1,0,0,-1,0,0
272,Zimbabwe,174,2018,-9,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,-2,0,-1,0,0
273,Afghanistan,187,2018,-10,0,0,0,0,0,-2,0,-1,-1,0,-2,0,-2,-1,-1,0,0
274,Cameroon,187,2018,-10,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,-1,0,0
275,Libya,187,2018,-10,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,-1,0,0
276,Malawi,187,2018,-10,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,-1,0,0
277,Qatar,187,2018,-10,0,0,0,0,0,-2,-1,-1,-1,0,-2,-1,0,-1,-1,0,0
278,United Arab Emirates,192,2018,-11,0,0,0,0,0,-2,-1,-1,-1,0,-2,-1,-1,-1,-1,0,0
279,Yemen,192,2018,-11,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,-2,-1,-1,0,0
280,Iran,194,2018,-14,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,-2,-5,-1,0,0
281,United Kingdom,1,2017,9,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
282,Sweden,1,2017,9,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
283,Ireland,3,2017,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
284,Finland,3,2017,8,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
285,Iceland,3,2017,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
286,Reunion,3,2017,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
287,Denmark,3,2017,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
288,Canada,3,2017,8,3,2,2,1,1,0,-1,0,0,0,0,0,0,0,0,0,0
289,France,3,2017,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
290,Netherlands,3,2017,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
291,Belgium,3,2017,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
292,Portugal,12,2017,7,3,2,2,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
293,Luxembourg,12,2017,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
294,Spain,12,2017,7,2,2,2,1,1,-1,0,0,0,0,0,0,0,0,0,0,0
295,Norway,12,2017,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
296,Andorra,12,2017,7,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
297,Uruguay,12,2017,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
298,Gibraltar,12,2017,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
299,Greenland,12,2017,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
300,New Zealand,12,2017,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
301,Austria,12,2017,7,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
302,Switzerland,22,2017,6,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
303,French Polynesia,22,2017,6,2,2,2,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
304,Germany,22,2017,6,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
305,New Caledonia,22,2017,6,2,2,2,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
306,Malta,22,2017,6,2,1,2,1,1,-1,0,0,0,0,0,0,0,0,0,0,0
307,Slovenia,22,2017,6,3,2,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
308,Brazil,22,2017,6,1,2,2,1,1,-1,0,0,0,0,0,0,0,0,0,0,0
309,Israel,29,2017,5,2,1,2,1,1,-1,0,0,0,0,-1,0,0,0,0,0,0
310,Estonia,29,2017,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
311,Czech Republic,29,2017,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
312,Martinique,29,2017,5,2,2,2,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
313,Guadeloupe,29,2017,5,2,2,2,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
314,USA,34,2017,4,1,2,2,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
315,South Africa,34,2017,4,3,2,2,0,0,0,0,0,0,0,-1,0,-2,0,0,0,0
316,Argentina,34,2017,4,0,2,2,1,1,-1,0,0,0,0,-1,0,0,0,0,0,0
317,Puerto Rico,37,2017,3,2,2,2,0,1,-1,0,0,0,0,-1,0,-2,0,0,0,0
318,Colombia,37,2017,3,2,2,2,0,1,-1,0,0,0,0,-1,0,-2,0,0,0,0
319,Guam,37,2017,3,1,2,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
320,Thailand,37,2017,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
321,Australia,37,2017,3,1,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0
322,Ecuador,42,2017,2,3,1,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0
323,Liechtenstein,42,2017,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
324,Hungary,42,2017,2,2,1,0,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0
325,Mexico,42,2017,2,1,1,2,1,1,-1,0,0,0,0,-1,0,-2,0,0,0,0
326,US Virgin Islands,42,2017,2,1,2,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
327,Mozambique,42,2017,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
328,Nepal,42,2017,2,3,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
329,Mongolia,49,2017,1,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
330,Aruba,49,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
331,Croatia,49,2017,1,2,1,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,0
332,Bosnia-Herzegovina,49,2017,1,2,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0
333,Costa Rica,49,2017,1,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
334,Slovakia,49,2017,1,2,0,0,0,1,0,0,-1,0,0,-1,0,0,0,0,0,0
335,Bolivia,49,2017,1,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
336,Taiwan,49,2017,1,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
337,Italy,49,2017,1,1,1,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
338,Greece,49,2017,1,1,1,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
339,Cyprus,49,2017,1,1,1,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
340,Curacao,49,2017,1,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,0
341,Macao,49,2017,1,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
342,Bermuda,62,2017,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
343,Lithuania,62,2017,0,2,0,0,0,1,-1,0,0,0,-1,-1,0,0,0,0,0,0
344,Benin,62,2017,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
345,Venezuela,62,2017,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
346,Montenegro,62,2017,0,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,0
347,St. Maarten,62,2017,0,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,0
348,Latvia,62,2017,0,1,0,0,0,1,0,0,-1,0,0,-1,0,0,0,0,0,0
349,Kosovo,62,2017,0,3,0,0,0,1,-2,0,0,0,0,-2,0,0,0,0,0,0
350,Nicaragua,62,2017,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
351,Bulgaria,62,2017,0,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,0
352,Japan,62,2017,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
353,British US Virgin Islands,62,2017,0,3,0,0,0,1,-2,0,-1,0,0,-1,0,0,0,0,0,0
354,Cambodia,62,2017,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
355,China incl. Hong Kong,62,2017,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
356,Philippines,62,2017,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
357,Vietnam,62,2017,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
358,Albania,62,2017,0,2,0,0,0,1,-1,0,0,0,0,-2,0,0,0,0,0,0
359,Romania,62,2017,0,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,0
360,Seychelles,80,2017,-1,2,0,0,0,0,-1,0,0,0,0,-2,0,0,0,0,0,0
361,Poland,80,2017,-1,1,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,0
362,Chile,80,2017,-1,1,1,0,0,0,-1,0,0,0,0,0,0,-2,0,0,0,0
363,Moldova,80,2017,-1,1,0,0,0,1,0,0,-1,0,-1,-1,0,0,0,0,0,0
364,Laos,80,2017,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
365,Kazakhstan,80,2017,-1,0,0,0,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0
366,San Marino,80,2017,-1,1,0,0,0,1,-2,0,0,0,0,-1,0,0,0,0,0,0
367,Monaco,80,2017,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
368,Guinea-Bissau,80,2017,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
369,Panama,89,2017,-2,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,0
370,Honduras,89,2017,-2,2,0,0,0,1,-1,0,-1,0,0,-1,0,-2,0,0,0,0
371,Cape Verde,89,2017,-2,1,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0
372,El Salvador,89,2017,-2,2,0,0,0,1,-1,0,0,0,0,-2,0,-2,0,0,0,0
373,Vanuatu,89,2017,-2,0,0,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0
374,Ukraine,89,2017,-2,1,0,0,0,1,-1,0,-1,0,-1,-1,0,0,0,0,0,0
375,Fiji,89,2017,-2,0,0,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0
376,Gabon,89,2017,-2,0,0,0,0,1,-1,0,0,0,0,-2,0,0,0,0,0,0
377,Serbia,89,2017,-2,2,0,0,0,1,-1,0,-1,0,-1,-2,0,0,0,0,0,0
378,Armenia,89,2017,-2,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0
379,Azerbaijan,89,2017,-2,0,0,0,0,1,0,0,-1,0,-1,-1,0,0,0,0,0,0
380,Macedonia,89,2017,-2,0,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,0
381,Mauritius,101,2017,-3,1,0,0,0,1,-1,0,-1,-1,0,-1,-1,0,0,0,0,0
382,Rwanda,101,2017,-3,0,0,0,0,1,-2,0,0,0,0,-2,0,0,0,0,0,0
383,Georgia,101,2017,-3,2,0,0,0,1,-2,0,-1,0,0,-1,0,-2,0,0,0,0
384,Kyrgyzstan,101,2017,-3,0,0,0,0,1,-1,-1,0,0,0,-2,0,0,0,0,0,0
385,Myanmar,101,2017,-3,0,0,0,0,1,0,0,-1,-1,0,-1,-1,0,0,0,0,0
386,Tunisia,101,2017,-3,0,0,0,0,1,-1,0,-1,-1,0,-1,0,0,0,0,0,0
387,Botswana,101,2017,-3,1,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,0,0,0
388,Cuba,101,2017,-3,1,0,0,0,1,0,-1,-1,0,0,-1,0,-2,0,0,0,0
389,Burkina Faso,101,2017,-3,0,0,0,0,1,-2,0,0,0,0,-2,0,0,0,0,0,0
390,Singapore,101,2017,-3,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0
391,Peru,101,2017,-3,1,0,0,0,1,-1,0,-1,0,0,-1,0,-2,0,0,0,0
392,Belize,112,2017,-4,0,0,0,0,0,-1,0,-1,0,0,-1,-1,0,0,0,0,0
393,Namibia,112,2017,-4,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,0,0,0
394,Barbados,112,2017,-4,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,0,0,0
395,Lebanon,112,2017,-4,0,0,0,0,1,-1,0,-1,-1,0,-1,-1,0,0,0,0,0
396,Korea South,112,2017,-4,0,0,0,0,1,-2,-1,-1,0,0,-1,0,0,0,0,0,0
397,Guatemala,112,2017,-4,0,0,0,0,1,-1,0,0,0,0,-2,0,-2,0,0,0,0
398,Trinidad & Tobago,112,2017,-4,0,0,0,0,0,-1,-1,0,-1,0,-1,0,0,0,0,0,0
399,Tajikistan,112,2017,-4,0,0,0,0,1,-2,0,-1,0,0,-2,0,0,0,0,0,0
400,Suriname,112,2017,-4,0,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0
401,Equatorial Guinea,112,2017,-4,0,0,0,0,1,-2,-1,0,0,0,-2,0,0,0,0,0,0
402,Antigua & Barbuda,112,2017,-4,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0
403,Burundi,123,2017,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0
404,India,123,2017,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0
405,Dem. Rep. of Congo,123,2017,-5,0,0,0,0,0,-2,0,-1,0,0,-2,0,0,0,0,0,0
406,Angola,123,2017,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0
407,Sri Lanka,123,2017,-5,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,0,0,0
408,Republic of the Congo,123,2017,-5,0,0,0,0,0,-2,0,-1,0,0,-2,0,0,0,0,0,0
409,Samoa,123,2017,-5,0,0,0,0,0,-2,0,-1,-1,0,-1,0,0,0,0,0,0
410,Sierra Leone,123,2017,-5,0,0,0,0,0,-1,0,-1,-1,0,-2,0,0,0,0,0,0
411,Oman,123,2017,-5,0,0,0,0,1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0
412,Syria,123,2017,-5,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,0,0,0
413,Madagascar,123,2017,-5,0,0,0,0,0,-1,0,0,0,0,-2,0,-2,0,0,0,0
414,Bahrain,123,2017,-5,0,0,0,0,0,-2,0,0,0,0,-2,-1,0,0,0,0,0
415,Ivory Coast,123,2017,-5,0,0,0,0,0,-2,0,-1,0,0,-2,0,0,0,0,0,0
416,Paraguay,123,2017,-5,0,0,0,0,0,-1,0,-1,0,0,-1,0,-2,0,0,0,0
417,Grenada,123,2017,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0
418,Belarus,123,2017,-5,0,0,0,0,1,-1,-1,-1,0,-1,-2,0,0,0,0,0,0
419,Morocco,139,2017,-6,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,0,0,0,0,0
420,Brunei,139,2017,-6,0,0,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,0,0,0
421,Kenya,139,2017,-6,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,0,0,0,0,0
422,Haiti,139,2017,-6,0,0,0,0,1,-2,0,0,0,-1,-2,0,-2,0,0,0,0
423,Bhutan,139,2017,-6,0,0,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,0,0,0
424,Djibouti,139,2017,-6,0,0,0,0,0,-2,0,0,-1,0,-2,-1,0,0,0,0,0
425,Central African Republic,139,2017,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,0,0,0
426,Ghana,139,2017,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,0,0,0
427,Eritrea,139,2017,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,0,0,0
428,Tonga,139,2017,-6,0,0,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,0,0,0
429,Togo,139,2017,-6,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,0,0,0,0,0
430,Liberia,139,2017,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,0,0,0
431,Bahamas,139,2017,-6,0,0,0,0,0,-1,0,-1,0,0,-2,0,-2,0,0,0,0
432,Pakistan,139,2017,-6,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,0,0,0,0,0
433,Zambia,139,2017,-6,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,0,0,0,0,0
434,Uzbekistan,139,2017,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,0,0,0
435,Nigeria,139,2017,-6,0,0,0,0,0,0,0,-1,-1,0,-2,-1,0,-1,0,0,0
436,Malaysia,139,2017,-6,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,0,0,0,0,0
437,Turkey,139,2017,-6,0,0,0,0,1,-1,0,-1,0,-1,-1,-1,-2,0,0,0,0
438,Kuwait,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,0,0
439,Vatican City,158,2017,-7,0,0,0,0,0,-2,0,-1,0,0,-2,-2,0,0,0,0,0
440,Gambia,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,0,0
441,Dominican Republic,158,2017,-7,0,0,0,0,0,-2,-1,-1,0,0,-1,0,-2,0,0,0,0
442,Chad,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,0,0
443,Mauritania,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,-1,0,0,0
444,Papua New Guinea,158,2017,-7,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,0,0,0
445,Senegal,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,0,0
446,Solomon Islands,158,2017,-7,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,0,0,0
447,Tanzania,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,0,0
448,Turkmenistan,158,2017,-7,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,0,0,0
449,Maldives,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,0,0
450,Egypt,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,0,0
451,Comoros Islands,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,0,0
452,Dominica,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,0,0
453,Ethiopia,158,2017,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,0,0
454,Iraq,158,2017,-7,0,0,0,0,0,-2,-1,0,0,0,-2,0,-2,0,0,0,0
455,Swaziland,175,2017,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,0,-2,0,0,0,0
456,Uganda,175,2017,-8,0,0,0,0,0,-2,0,-1,-1,-1,-2,-1,0,0,0,0,0
457,Bangladesh,175,2017,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,0,-2,0,0,0,0
458,Zimbabwe,175,2017,-8,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,-2,0,0,0,0
459,Sudan,175,2017,-8,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,-1,0,0,0
460,Qatar,175,2017,-8,0,0,0,0,0,-2,-1,-1,-1,0,-2,-1,0,0,0,0,0
461,Jordan,175,2017,-8,0,0,0,0,1,-2,-1,-1,0,0,-2,-1,-2,0,0,0,0
462,Cook Islands,175,2017,-8,-1,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,0,0,0
463,Malawi,183,2017,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,0,0,0
464,Cameroon,183,2017,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,0,0,0
465,Guyana,183,2017,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,0,0,0
466,Libya,183,2017,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,0,0,0
467,Afghanistan,183,2017,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,0,-2,-1,0,0,0
468,Jamaica,183,2017,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,0,0,0
469,Russia,183,2017,-9,0,0,0,0,1,-2,-1,-1,0,-1,-2,-1,-2,0,0,0,0
470,Yemen,190,2017,-10,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,-2,-1,0,0,0
471,Saudi Arabia,191,2017,-12,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,-5,0,0,0
472,United Arab Emirates,192,2017,-13,0,0,0,0,0,-2,-1,-1,-1,0,-2,-1,0,-5,0,0,0
473,Iran,192,2017,-13,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,-2,-5,0,0,0
474,Somalia,194,2017,-14,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,-5,0,0,0
475,Swaziland,159,2019,-8,0,0,0,0,0,-2,0,-1,-1,1,-2,0,-2,0,-1,0,0
476,Uzbekistan,159,2019,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,0,0
477,Zambia,159,2019,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,0,0
478,Egypt,179,2019,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-2,0,0,-1,0,0
479,Kuwait,179,2019,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-2,0,0,-1,0,0
480,Malaysia,179,2019,-9,0,0,0,0,0,-2,0,-1,-1,-1,-1,-1,-1,0,-1,0,0
481,Sudan,179,2019,-9,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,-1,-1,0,0
482,Tanzania,179,2019,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-2,0,0,-1,0,0
483,Turkmenistan,179,2019,-9,0,0,0,0,0,-2,-1,-1,-1,0,-2,-1,0,0,-1,0,0
484,Uganda,179,2019,-9,0,0,0,0,0,-2,0,-1,-1,-1,-2,-1,0,0,-1,0,0
485,Zimbabwe,179,2019,-9,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,-2,0,-1,0,0
486,Cameroon,187,2019,-10,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,-1,0,0
487,Malawi,187,2019,-10,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,-1,0,0
488,Qatar,187,2019,-10,0,0,0,0,0,-2,-1,-1,-1,0,-2,-1,0,-1,-1,0,0
489,Afghanistan,190,2019,-11,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,-1,-1,0,0
490,Libya,190,2019,-11,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,-1,-1,0,0
491,United Arab Emirates,190,2019,-11,0,0,0,0,0,-2,-1,-1,-1,0,-2,-1,-1,-1,-1,0,0
492,Yemen,193,2019,-12,0,0,0,0,0,-2,-1,-1,-1,0,-2,-1,-2,-1,-1,0,0
493,Iran,194,2019,-14,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,-2,-5,-1,0,0
494,Saudi Arabia,194,2019,-14,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-1,-5,-1,0,0
495,Somalia,196,2019,-15,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,-5,-1,0,0
496,Chechnya,197,2019,-16,0,0,0,0,0,-2,0,-1,-1,-1,-2,-2,-2,-5,0,0,0
497,Macedonia,83,2019,-1,0,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,1,0,0
498,Moldova,83,2019,-1,1,0,0,0,1,-1,0,-1,0,-1,-1,0,0,0,1,0,0
499,Nicaragua,83,2019,-1,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,-1,0,0
500,Poland,83,2019,-1,1,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,0
501,Romania,83,2019,-1,2,-1,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,0
502,San Marino,83,2019,-1,1,0,0,0,1,-2,0,0,0,0,-1,0,0,0,0,0,0
503,Singapore,83,2019,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0
504,Armenia,95,2019,-2,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,0
505,Cape Verde,95,2019,-2,1,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0
506,Gabon,95,2019,-2,0,0,0,0,1,-1,0,0,0,0,-2,0,0,0,0,0,0
507,Georgia,95,2019,-2,2,0,0,0,1,-2,0,0,0,0,-1,0,-1,0,-1,0,0
508,Honduras,95,2019,-2,2,0,0,0,1,-1,0,-1,0,0,-1,0,-1,0,-1,0,0
509,Kyrgyzstan,95,2019,-2,0,0,0,0,1,-1,-1,0,0,0,-2,0,0,0,1,0,0
510,Peru,95,2019,-2,1,0,0,0,1,-1,0,-1,0,0,-1,0,-2,0,1,0,0
511,Philippines,95,2019,-2,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0
512,Ukraine,95,2019,-2,1,0,0,0,1,-1,0,-1,0,-1,-2,0,0,0,1,0,0
513,Angola,104,2019,-3,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,0
514,Burkina Faso,104,2019,-3,0,0,0,0,1,-2,0,0,0,0,-2,0,0,0,0,0,0
515,Fiji,104,2019,-3,0,0,0,0,1,-1,-1,-1,0,0,-1,0,0,0,0,0,0
516,Myanmar,104,2019,-3,0,0,0,0,1,0,0,-1,-1,0,-1,0,0,0,-1,0,0
517,Vanuatu,104,2019,-3,0,0,0,0,1,-1,-1,0,0,0,-1,0,0,0,-1,0,0
518,Venezuela,104,2019,-3,1,0,0,0,1,-1,0,0,0,0,-2,0,-1,0,-1,0,0
519,Belize,110,2019,-4,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,-1,0,0
520,Indonesia,110,2019,-4,0,0,0,0,1,-1,0,-1,0,0,-2,-1,0,0,0,0,0
521,Lebanon,110,2019,-4,0,0,0,0,1,-1,0,-1,-1,-1,-1,-1,0,0,1,0,0
522,Mauritius,110,2019,-4,1,0,0,0,1,-1,0,-1,-1,0,-1,-1,0,0,-1,0,0
523,Namibia,110,2019,-4,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,-1,0,0
